Date,Predominant function of establishment,Establishment,Adjudicator,Sex,Age group,Ethnicity,Religion,Offence,Detailed offence,Punishment,No of days,Count,Sum
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,Drug related offence,Cellular Confinement,10,2,20
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,14,2,28
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,21,6,126
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,Drug related offence,Stoppage of earnings,14,2,28
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,Drug related offence,Stoppage of earnings,21,5,105
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,Caution,.,1,0
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,7,2,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,Stoppage of earnings,7,1,7
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Violence,Assault on a prisoner,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Violence,Fights with any person,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Violence,Fights with any person,Forfeiture of Privileges,28,1,28
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Violence,Fights with any person,Others,28,1,28
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Violence,Fights with any person,Removal from activity/living unit,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Violence,Fights with any person,Stoppage of earnings,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Violence,Fights with any person,Stoppage of earnings,28,1,28
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,Forfeiture of Privileges,7,2,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,Others,.,5,0
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,Is disrespectful,Caution,.,1,0
Q1,Category C,Ranby,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,7,1,7
Q1,Category C,Ranby,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,21,2,42
Q1,Category C,Ranby,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,7,1,7
Q1,Category C,Ranby,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,21,2,42
Q1,Category C,Ranby,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,a Christian,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,a Christian,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,a Christian,Unauthorised transactions,Drug related offence,Stoppage of earnings,21,1,21
Q1,Category C,Ranby,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,i No religion,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,i No religion,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,21,1,21
Q1,Category C,Ranby,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,i No religion,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,i No religion,Unauthorised transactions,Possession of unauthorised articles,Others,21,1,21
Q1,Category C,Ranby,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,i No religion,Unauthorised transactions,Possession of unauthorised articles,Stoppage of earnings,21,1,21
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,7,1,7
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,7,1,7
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,Cellular Confinement,7,1,7
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,Forfeiture of Privileges,14,2,28
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,Stoppage of earnings,21,1,21
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,7,1,7
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,14,2,28
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Other offences, Endangers health/safety of any person,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Other offences, Endangers health/safety of any person,Forfeiture of Privileges,28,1,28
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Other offences, Endangers health/safety of any person,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Other offences,Absent from where he should be/Present where he should not,Forfeiture of Privileges,7,1,7
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Other offences,Attempts: Absent from where he should be/Absent from where he should be/Present where he should not,Cellular Confinement,21,1,21
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Other offences,Obstructs an officer executing his duty,Forfeiture of Privileges,7,1,7
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Other offences,Obstructs an officer executing his duty,Stoppage of earnings,7,1,7
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Attempts: Possession of unauthorised articles,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Attempts: Possession of unauthorised articles,Stoppage of earnings,14,2,28
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Drug related offence,Cellular Confinement,10,1,10
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,7,3,21
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,14,3,42
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,21,3,63
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,28,2,56
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,42,1,42
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Drug related offence,Stoppage of earnings,7,2,14
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Drug related offence,Stoppage of earnings,14,3,42
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Drug related offence,Stoppage of earnings,21,2,42
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,7,1,7
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Stoppage of earnings,21,1,21
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Takes improperly any article,Forfeiture of Privileges,7,1,7
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Violence,Assault on a prisoner,Forfeiture of Privileges,28,1,28
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Violence,Assault on a prisoner,Stoppage of earnings,28,1,28
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Violence,Fights with any person,Forfeiture of Privileges,14,2,28
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Violence,Fights with any person,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,Caution,.,1,0
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,Forfeiture of Privileges,7,1,7
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,Others,.,4,0
Q1,Category C,Ranby,Governor,M,40 - 49,e White,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,40 - 49,e White,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,40 - 49,e White,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,28,1,28
Q1,Category C,Ranby,Governor,M,40 - 49,e White,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Stoppage of earnings,28,1,28
Q1,Category C,Ranby,Governor,M,40 - 49,e White,c Hindu,Disobedience/disrespect,Disobeys any rule or regulation,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,40 - 49,e White,c Hindu,Disobedience/disrespect,Disobeys any rule or regulation,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,40 - 49,e White,e Buddhist,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Caution,.,1,0
Q1,Category C,Ranby,Governor,M,40 - 49,e White,e Buddhist,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,7,2,14
Q1,Category C,Ranby,Governor,M,40 - 49,e White,e Buddhist,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,7,2,14
Q1,Category C,Ranby,Governor,M,40 - 49,e White,f Jewish,Disobedience/disrespect,Disobeys any lawful order,Cellular Confinement,10,1,10
Q1,Category C,Ranby,Governor,M,40 - 49,e White,f Jewish,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,40 - 49,e White,f Jewish,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,21,1,21
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,Disobeys any rule or regulation,Forfeiture of Privileges,7,1,7
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,Disobeys any rule or regulation,Forfeiture of Privileges,28,1,28
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,Disobeys any rule or regulation,Stoppage of earnings,7,1,7
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,Disobeys any rule or regulation,Stoppage of earnings,28,1,28
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,Is disrespectful,Forfeiture of Privileges,7,1,7
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,Is disrespectful,Stoppage of earnings,7,1,7
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,7,1,7
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,14,2,28
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,7,1,7
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Other offences, Endangers health/safety of any person,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Other offences,Denies access,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Other offences,Denies access,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,Caution,.,2,0
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,7,2,14
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,Stoppage of earnings,7,1,7
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Violence,Fights with any person,Forfeiture of Privileges,7,1,7
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Violence,Fights with any person,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Violence,Fights with any person,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Violence,Fights with any person,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Violence,Fights with any person,Stoppage of earnings,21,1,21
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,Others,.,1,0
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,Stoppage of earnings,21,1,21
Q1,Category C,Ranby,Governor,M,50 - 59,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,Assault on a prisoner,Forfeiture of Privileges,14,1,14
